year,month,date,author,subject,repo,insertions,deletions
2021,1,24,Mike Bostock,2.11.0,d3-array,1,1
2021,1,24,Philippe Rivière,document multiple accessors for d3.sort,d3-array,14,2
2021,1,23,Mike Bostock,optimize for single accessor,d3-array,17,10
2021,1,23,Mike Bostock,multi-sort,d3-array,15,4
2021,1,24,Mike Bostock,Update README,d3-array,17,0
2021,1,23,Mike Bostock,groupSort,d3-array,61,0
2021,1,22,Mike Bostock,2.10.0,d3-array,1,1
2021,1,22,Mike Bostock,Update README,d3-array,2,3
2021,1,22,Mike Bostock,Update README,d3-array,8,20
2021,1,22,Philippe Rivière,link to (forthcoming) d3.index examples,d3-array,2,2
2021,1,22,Philippe Rivière,selection(iterable) works (the future is now),d3-array,1,1
2021,1,22,Philippe Rivière,document InternMap,d3-array,24,3
2021,1,22,Philippe Rivière,fix extent url,d3-array,5,5
2021,1,21,Mike Bostock,adopt InternMap,d3-array,104,2
2020,12,8,Mike Bostock,2.9.1,d3-array,1,1
2020,12,8,Mike Bostock,Fix last bin.,d3-array,21,4
2020,12,3,Mike Bostock,2.9.0,d3-array,1,1
2020,12,1,Mike Bostock,sort accessor,d3-array,29,3
2020,9,26,Mike Bostock,Fix zero-width last bin.,d3-array,41,17
2020,9,23,Mike Bostock,Update README.,d3-array,1,1
2020,9,23,Mike Bostock,2.8.0,d3-array,1,1
2020,9,23,Mike Bostock,Allow unbounded sets.,d3-array,56,12
2020,9,22,Mike Bostock,Add basic set methods.,d3-array,280,61
2020,9,12,Mike Bostock,Add basic array methods for iterables.,d3-array,441,0
2020,9,22,Mike Bostock,A nice default bin domain.,d3-array,141,4
2020,9,1,Philippe Rivière,link,d3-array,1,1
2020,8,31,Mike Bostock,2.7.1,d3-array,1,1
2020,8,30,Mike Bostock,Nice fractional bins.,d3-array,14,4
2020,8,29,Mike Bostock,2.7.0,d3-array,1,1
2020,8,27,Mike Bostock,Add d3.shuffler.,d3-array,42,34
2020,8,29,Mike Bostock,Update dependencies.,d3-array,19,19
2020,8,26,Mike Bostock,Add bisectCenter.,d3-array,15,5
2020,8,24,Philippe Rivière,link to example,d3-array,1,1
2020,8,23,Mike Bostock,2.6.0,d3-array,1,1
2020,6,24,Philippe Rivière,Add bisector.center.,d3-array,99,26
2020,6,25,Philippe Rivière,"d3.index, d3.indexes",d3-array,114,1
2020,8,22,Mike Bostock,Update LICENSE.,d3-array,1,1
2020,8,22,Mike Bostock,Add GitHub workflow.,d3-array,48,0
2020,8,22,Mike Bostock,Update dependencies.,d3-array,2214,2555
2020,8,19,Mike Bostock,Update README.,d3-array,5,5
2020,8,18,Philippe Rivière,v2.5.1,d3-array,1,1
2020,8,18,Philippe Rivière,document a typical threshold generator for date values (#155),d3-array,5,1
2020,8,18,Mike Bostock,Fix ceil & floor. (#164),d3-array,7,2
2020,8,1,Mike Bostock,Remove redundant fill. (#161),d3-array,1,1
2020,7,30,Philippe Rivière,link to fsum notebook,d3-array,1,1
2020,7,30,Philippe Rivière,v2.5.0,d3-array,1,1
2020,7,30,Philippe Rivière,d3.fsum (#154),d3-array,209,0
2020,5,5,Mike Bostock,Update README.md,d3-array,1,1
2020,5,5,pbogden,Update README.md,d3-array,1,1
2020,4,2,Mike Bostock,Don’t include negative zero in ticks.,d3-array,8,2
2019,11,9,Mike Bostock,2.4.0,d3-array,1,1
2019,10,19,Philippe Rivière,link to examples (preview: https://observablehq.com/d/918b60f6963a81e1),d3-array,1,1
2019,10,18,Philippe Rivière,cumsum (https://github.com/d3/d3-array/issues/102),d3-array,115,0
2019,10,16,Mike Bostock,2.3.3,d3-array,1,1
2019,10,16,Mike Bostock,Inline quickselect.,d3-array,3,3
2019,10,16,Mike Bostock,Remove redundant default argument.,d3-array,1,1
2019,10,16,Philippe Rivière,use quantile(.5) for median alternative to #125,d3-array,1,9
2019,10,3,Mike Bostock,2.3.2,d3-array,1,1
2019,10,3,Mike Bostock,Use count for consistency.,d3-array,28,7
2019,10,3,Mike Bostock,Fix #123.,d3-array,3,1
2019,8,23,Philippe Rivière,use min/max(subarray),d3-array,1,5
2019,8,23,Philippe Rivière,use quicksort rather than sort in quantile follows the discussion at https://github.com/d3/d3-array/pull/104#issuecomment-523732923,d3-array,32,3
2019,8,20,Mike Bostock,2.3.1,d3-array,1,1
2019,8,20,Mike Bostock,Fix count for non-number values.,d3-array,9,4
2019,8,20,Mike Bostock,2.3.0,d3-array,1,1
2019,8,20,Mike Bostock,Update README.,d3-array,0,4
2019,8,20,Mike Bostock,Update README.,d3-array,29,1
2019,8,20,Mike Bostock,Update README.,d3-array,1,1
2019,8,20,Mike Bostock,Update README.,d3-array,1,1
2019,8,20,Mike Bostock,Remove blank line.,d3-array,0,1
2019,8,20,Mike Bostock,Update README. Fixes #119.,d3-array,1,1
2019,8,20,Mike Bostock,Add sideEffects: false. Related d3/d3#3131.,d3-array,1,0
2019,8,20,Mike Bostock,Add tests (and fix a bug!).,d3-array,119,1
2019,6,10,Mike Bostock,Export greatest.,d3-array,2,0
2019,6,10,Mike Bostock,Add greatestIndex.,d3-array,19,0
2019,6,10,Mike Bostock,Add greatest.,d3-array,29,0
2019,8,20,Mike Bostock,Simplify.,d3-array,4,6
2019,5,20,Philippe Rivière,use numbers* and remove cruft,d3-array,3,9
2019,5,20,Philippe Rivière,move numbers* to number.js,d3-array,19,17
2019,4,30,Philippe Rivière,quantile accepts unsorted iterables; quantileSorted expects a sorted array - closes https://github.com/d3/d3-array/issues/97,d3-array,32,6
2019,8,9,Mike Bostock,Standardize dependencies. d3/d3#3337,d3-array,969,289
2019,8,9,Mike Bostock,Use explicit files when publishing. d3/d3#3335,d3-array,4,4
2019,6,12,Philippe Rivière,links to d3.bin examples,d3-array,8,8
2019,6,12,Philippe Rivière,links to examples,d3-array,8,8
2019,6,11,Philippe Rivière,links to examples,d3-array,5,5
2019,5,22,Mike Bostock,Update README.md,d3-array,7,7
2019,5,22,Mike Bostock,Use minIndex for leastIndex.,d3-array,12,23
2019,5,22,Mike Bostock,Update README.,d3-array,1,1
2019,5,22,Mike Bostock,2.2.0,d3-array,1,1
2019,5,21,Mike Bostock,Style.,d3-array,23,25
2019,5,21,Philippe Rivière,least+leastIndex with accessor (https://github.com/d3/d3-array/issues/109),d3-array,67,20
2019,5,22,Mike Bostock,"Document groups, rollups.",d3-array,8,1
2019,5,22,Mike Bostock,Fix test descriptions.,d3-array,4,4
2019,5,21,Mike Bostock,Add tests for d3.group.,d3-array,368,4
2019,5,21,Mike Bostock,"Add groups, rollups.",d3-array,33,23
2019,5,20,Mike Bostock,Update README.md,d3-array,1,1
2019,5,20,Mike Bostock,Update README.md,d3-array,7,7
2019,5,19,Mike Bostock,Fix anchor.,d3-array,1,1
2019,5,19,Mike Bostock,Update README.,d3-array,5,5
2019,5,19,Mike Bostock,2.1.0,d3-array,1,1
2019,5,19,Mike Bostock,Update README; restore scan test.,d3-array,50,4
2019,5,19,Mike Bostock,Update README.,d3-array,33,5
2019,5,19,Mike Bostock,Tests for least.,d3-array,58,0
2019,5,19,Mike Bostock,"Add {min,max}Index.",d3-array,293,24
2019,5,19,Mike Bostock,Update leastIndex test.,d3-array,46,46
2019,5,19,Mike Bostock,"Expose least, leastIndex.",d3-array,3,2
2019,5,19,Mike Bostock,Add least.,d3-array,15,0
2019,5,19,Mike Bostock,Rename scan to leastIndex.,d3-array,1,1
2019,5,15,Mike Bostock,Fix edits.,d3-array,13,13
2019,5,15,Mike Bostock,Link to examples.,d3-array,42,42
2019,4,30,Philippe Rivière,d3.count() - solves https://github.com/d3/d3-array/issues/98,d3-array,44,0
2019,3,19,Mike Bostock,Rename d3.histogram to d3.bin.,d3-array,54,50
2019,3,19,Mike Bostock,Standardize imports.,d3-array,56,56
2019,3,19,Mike Bostock,Fix #93. Fix #94.,d3-array,24,10
2019,2,21,Mike Bostock,Update README.md,d3-array,36,0
2019,2,9,Mike Bostock,Update README.,d3-array,4,4
2019,2,9,Mike Bostock,Update README.,d3-array,2,2
2018,12,28,Mike Bostock,2.0.3,d3-array,1,1
2018,12,28,Mike Bostock,Fix histogram(iterable).,d3-array,24,2
2018,11,11,Mike Bostock,2.0.2,d3-array,1,1
2018,11,11,Mike Bostock,Fix another infinite loop.,d3-array,25,7
2018,11,11,Joachim Viide,Fix cross for zero arguments and zero-length arguments.,d3-array,21,1
2018,11,11,Mike Bostock,2.0.1,d3-array,1,1
2018,11,11,Mike Bostock,Optimize cross.,d3-array,31,16
2018,11,10,Mike Bostock,Rename for clarity.,d3-array,6,6
2018,11,11,Joachim Viide,Optimize cross.,d3-array,4,3
2018,11,10,Mike Bostock,2.0.0,d3-array,1,1
2018,11,10,Mike Bostock,Update README.,d3-array,27,29
2018,11,10,Mike Bostock,Update README.,d3-array,1,1
2018,11,10,Mike Bostock,Update README.,d3-array,143,32
2018,11,10,Mike Bostock,Iterable median. Add quickselect.,d3-array,72,26
2018,11,10,Mike Bostock,Iterable histogram.,d3-array,2,7
2018,11,10,Mike Bostock,Iterable merge.,d3-array,6,18
2018,11,10,Mike Bostock,Iterable cross.,d3-array,41,17
2018,11,10,Mike Bostock,Iterable pairs.,d3-array,9,4
2018,11,10,Mike Bostock,Iterable scan.,d3-array,13,16
2018,11,10,Mike Bostock,"Iterable variance, deviation.",d3-array,18,26
2018,11,10,Mike Bostock,Iterable mean.,d3-array,15,21
2018,11,10,Mike Bostock,"Iterable sum, min, max, extent.",d3-array,58,92
2018,11,9,Mike Bostock,1.3.0,d3-array,1,1
2018,11,9,Mike Bostock,Update dependencies.,d3-array,210,199
2018,11,9,Mike Bostock,"Add group, rollup.",d3-array,27,0
2018,10,14,Andy Lulham,Fix typo,d3-array,1,1
2018,8,24,Mike Bostock,1.2.4,d3-array,1,1
2018,8,24,Mike Bostock,Move index.js to src.,d3-array,41,41
2018,8,24,Mike Bostock,"Ignore img, too.",d3-array,1,0
2018,8,24,Mike Bostock,Don’t lint tests.,d3-array,1,1
2018,8,24,Mike Bostock,Fix folder_exclude_patterns.,d3-array,1,1
2018,8,24,Mike Bostock,1.2.3,d3-array,1,1
2018,8,24,Mike Bostock,Update dependencies.,d3-array,12,11
2018,8,24,Mike Bostock,1.2.2,d3-array,1,1
2018,1,23,KURODA Hiraku,Fix that the width of rightmost bin by default thresholds was too wide.,d3-array,13,1
2018,8,24,Mike Bostock,Update dependencies.,d3-array,1010,36
2018,8,15,Mike Bostock,Fix #71.,d3-array,2,2
2017,9,23,Mike Bostock,1.2.1,d3-array,1,1
2017,9,23,Mike Bostock,Fix d3/d3-scale#113.,d3-array,11,6
2017,9,23,Mike Bostock,Add build system.,d3-array,10,6
2017,4,14,Mike Bostock,1.2.0,d3-array,1,1
2017,4,14,Mike Bostock,Guarantee exact tick values.,d3-array,104,78
2017,4,14,Mike Bostock,Fix boundary case when filtering histogram thresholds.,d3-array,20,3
2017,4,14,Mike Bostock,Improve readability.,d3-array,181,102
2017,3,10,Mike Bostock,1.1.1,d3-array,1,1
2017,3,10,Mike Bostock,Update UglifyJS.,d3-array,1,1
2017,2,28,Mike Bostock,1.1.0,d3-array,1,1
2017,2,28,Mike Bostock,Add d3.cross. Fixes #50.,d3-array,61,4
2017,2,28,Mike Bostock,1.0.3,d3-array,1,1
2017,2,28,Mike Bostock,Update Rollup.,d3-array,2,2
2017,2,8,Mike Bostock,Fix formatting.,d3-array,3,3
2017,2,8,Mike Bostock,Fix italics.,d3-array,11,11
2017,2,8,dyst5422,Update README.md,d3-array,1,1
2016,11,22,Mike Bostock,1.0.2,d3-array,1,1
2016,9,23,Mike Bostock,Update dependencies.,d3-array,3,3
2016,9,22,Julian Burgess,Fix inline bisect example,d3-array,1,1
2016,9,12,Mike Bostock,Fix #40.,d3-array,4,4
2016,8,8,Devinsuit,Add links to source code,d3-array,38,37
2016,8,2,Mike Bostock,1.0.1,d3-array,1,1
2016,8,2,Mike Bostock,Add module entry. Related rollup/rollup-plugin-node-resolve#48.,d3-array,3,2
2016,6,14,Mike Bostock,1.0.0,d3-array,1,1
2016,6,14,Mike Bostock,Prepare for major release.,d3-array,5,5
2016,6,14,Mike Bostock,Tag as d3-module. Related d3/d3#2827.,d3-array,1,0
2016,6,8,Mike Bostock,0.8.1,d3-array,1,1
2016,6,8,Mike Bostock,Fix #34 - don’t coerce to numbers.,d3-array,22,25
2016,6,7,Mike Bostock,0.8.0,d3-array,1,1
2016,6,7,Mike Bostock,Export to d3.,d3-array,9,10
2016,5,18,Mike Bostock,Update README.,d3-array,1,1
2016,5,14,Mike Bostock,Add ESLint. Related d3/d3-scale#59.,d3-array,4,3
2016,5,5,Mike Bostock,Clarify inclusivity; related #30.,d3-array,2,0
2016,3,15,Mike Bostock,Use glob.,d3-array,1,1
2016,3,14,Mike Bostock,Drop faucet.,d3-array,1,2
2016,3,14,Mike Bostock,Windows build compatibility.,d3-array,5,4
2016,3,6,Mike Bostock,Fix postpublish.,d3-array,1,1
2016,3,4,Mike Bostock,Create zipball on postpublish.,d3-array,2,2
2016,3,1,Mike Bostock,Simpler version export.,d3-array,2,1
2016,2,24,Mike Bostock,Update README.,d3-array,2,2
2016,2,24,Mike Bostock,Update README.,d3-array,7,2
2016,2,21,Mike Bostock,Use npm version.,d3-array,1,1
2016,1,29,Mike Bostock,Add postpublish script.,d3-array,2,1
2016,1,29,Mike Bostock,Generate anonymous AMD.,d3-array,3,3
2016,1,20,Mike Bostock,Adopt ESLint.,d3-array,44,32
2016,1,12,Mike Bostock,Relax optional arguments.,d3-array,6,8
2016,1,12,Mike Bostock,Revert part of 8b9e322046b4f859ac9898126193fee22412ff64.,d3-array,12,12
2016,1,12,Mike Bostock,Relax optional arguments.,d3-array,22,31
2016,1,7,Mike Bostock,Update API reference.,d3-array,48,48
2016,1,7,Mike Bostock,Extract d3-collection.,d3-array,1,1334
2016,1,5,Mike Bostock,Reorder API reference.,d3-array,82,82
2016,1,5,Mike Bostock,Make it clear that median and quantile require numbers.,d3-array,4,4
2015,12,29,Mike Bostock,Remove incomplete list of changes.,d3-array,0,6
2015,12,29,Mike Bostock,Bump version.,d3-array,1,1
2015,12,29,Mike Bostock,"NaN is falsey, so optimize.",d3-array,2,2
2015,12,18,Mike Bostock,Bump version.,d3-array,5,1
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,4,4
2015,12,18,Mike Bostock,Update README.,d3-array,12,6
2015,12,18,Mike Bostock,Update README.,d3-array,3,3
2015,12,18,Mike Bostock,Update README.,d3-array,67,53
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,20,20
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,1,1
2015,12,18,Mike Bostock,Update README.,d3-array,1,3
2015,12,18,Mike Bostock,Update README.,d3-array,74,68
2015,12,16,Mike Bostock,Bump version.,d3-array,1,1
2015,12,16,Mike Bostock,Fix off-by-one in bin counts.,d3-array,9,9
2015,12,16,Mike Bostock,Use ticks for histogram thresholds.,d3-array,6,10
2015,12,16,Mike Bostock,Update README.,d3-array,1,1
2015,12,16,Mike Bostock,Update README.,d3-array,2,2
2015,12,16,Mike Bostock,Add tests for ticks and tickStep.,d3-array,208,1
2015,12,16,Mike Bostock,Formatting.,d3-array,6,2
2015,12,16,Mike Bostock,"Fix #26 - add ticks, tickStep.",d3-array,30,1
2015,12,10,Mike Bostock,Update README.,d3-array,1,1
2015,12,10,Mike Bostock,Allow threshold functions to return a count of thresholds.,d3-array,35,42
2015,12,9,Mike Bostock,Bump version.,d3-array,1,1
2015,12,9,Mike Bostock,The set constructor now takes an optional accessor function.,d3-array,18,4
2015,12,8,Mike Bostock,"Argh, fix global, again.",d3-array,2,2
2015,12,8,Mike Bostock,Bump version.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,2,2
2015,12,8,Mike Bostock,Rename to d3-array.,d3-array,6,6
2015,12,8,Mike Bostock,Rename to d3-array.,d3-array,283,283
2015,12,8,Mike Bostock,Update README.,d3-array,4,4
2015,12,8,Mike Bostock,Update README.,d3-array,2,2
2015,12,8,Mike Bostock,Update README.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,2,2
2015,12,8,Mike Bostock,Update README.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,4,0
2015,12,8,Mike Bostock,Add other threshold rules.,d3-array,73,54
2015,12,8,Mike Bostock,Update README.,d3-array,6,0
2015,12,8,Mike Bostock,Update README.,d3-array,2,2
2015,12,8,Mike Bostock,Update README.,d3-array,1,7
2015,12,8,Mike Bostock,Rename histogram’s range to domain.,d3-array,27,19
2015,12,8,Mike Bostock,Update README.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,7,7
2015,12,8,Mike Bostock,Update README.,d3-array,16,0
2015,12,8,Mike Bostock,Update README.,d3-array,2,2
2015,12,8,Mike Bostock,Update README.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,24,5
2015,12,8,Mike Bostock,Update README.,d3-array,1,1
2015,12,8,Mike Bostock,Update README.,d3-array,2,2
2015,12,8,Mike Bostock,Extract constant and identity.,d3-array,11,13
2015,12,2,Mike Bostock,Checkpoint histogram.,d3-array,240,0
2015,12,8,Mike Bostock,Update README.,d3-array,13,13
2015,12,8,Mike Bostock,Update README.,d3-array,4,4
2015,12,8,Mike Bostock,Update bisector documentation.,d3-array,47,37
2015,12,8,Mike Bostock,Leading zero.,d3-array,13,13
2015,12,8,Mike Bostock,Optimize.,d3-array,1,1
2015,12,8,Mike Bostock,Optimize.,d3-array,3,3
2015,12,8,Mike Bostock,"On second thought, let’s just use a standard accessor.",d3-array,41,24
2015,12,8,Mike Bostock,Update README.,d3-array,16,8
2015,12,8,Mike Bostock,Give quantile an accessor (interpolator).,d3-array,13,9
2015,12,2,Mike Bostock,Update README.,d3-array,1,1
2015,12,2,Mike Bostock,"Fix #11 - add scan(array[, compare]).",d3-array,79,0
2015,11,19,Mike Bostock,Tests for context.,d3-array,98,0
2015,11,19,Mike Bostock,Test nest.rollup this.,d3-array,7,0
2015,11,19,Mike Bostock,Add tests for extent.,d3-array,96,0
2015,11,19,Mike Bostock,Update README.,d3-array,1,0
2015,11,19,Mike Bostock,Update README.,d3-array,2,2
2015,11,19,Mike Bostock,Fix #17 - Don’t set the this context.,d3-array,28,30
2015,11,11,Mike Bostock,Use Rollup.,d3-array,5,5
2015,11,6,Mike Bostock,Fix link.,d3-array,1,1
2015,11,6,Mike Bostock,Bump version.,d3-array,32,32
2015,11,6,Mike Bostock,Update README.,d3-array,2,2
2015,11,6,Mike Bostock,Allow chaining in map.set and set.add.,d3-array,8,9
2015,11,6,Mike Bostock,"Add {map,set}.clear.",d3-array,37,3
2015,11,6,Mike Bostock,Update README.,d3-array,4,8
2015,11,6,Mike Bostock,Document differences from ES6.,d3-array,29,8
2015,11,6,Mike Bostock,Bump version.,d3-array,1,1
2015,11,6,Mike Bostock,Fix #15 - add set copy constructor.,d3-array,19,3
2015,11,6,Mike Bostock,Reverse order of map.each arguments.,d3-array,8,8
2015,11,5,Mike Bostock,"Rename {map,set}.forEach to {map,set}.each.",d3-array,21,21
2015,11,4,Mike Bostock,Concise exports.,d3-array,26,57
2015,11,3,Mike Bostock,Upgrade d3-bundler.,d3-array,5,5
2015,10,26,Mike Bostock,Remove range rounding hack.,d3-array,26,21
2015,10,20,Mike Bostock,Italicize instances.,d3-array,24,24
2015,10,20,Mike Bostock,Remove ES6 Map polyfill.,d3-array,2,2
2015,10,20,Mike Bostock,Update README.,d3-array,2,2
2015,10,20,Mike Bostock,Update README.,d3-array,2,2
2015,10,20,Mike Bostock,Update README.,d3-array,1,1
2015,10,20,Mike Bostock,Update README.,d3-array,1,1
2015,10,20,Mike Bostock,Update README.,d3-array,8,8
2015,10,20,Mike Bostock,Update README.,d3-array,1,1
2015,10,20,Mike Bostock,Update documentation.,d3-array,48,19
2015,10,18,Mike Bostock,Reorder.,d3-array,80,80
2015,10,18,Mike Bostock,Fix broken link.,d3-array,1,1
2015,10,18,Mike Bostock,Tweak wording.,d3-array,1,1
2015,10,18,Mike Bostock,Tweak wording.,d3-array,1,1
2015,10,18,Mike Bostock,Tweak wording.,d3-array,2,2
2015,10,18,Mike Bostock,Tweak wording.,d3-array,1,1
2015,10,18,Mike Bostock,Tweak wording.,d3-array,3,4
2015,10,18,Mike Bostock,Checkpoint the resurrection of map & set.,d3-array,776,1
2015,8,19,Andreas Plesch,add  floating point example to range(),d3-array,7,1
2015,7,1,Mike Bostock,Fix uglify-js dependency.,d3-array,1,1
2015,6,16,Mike Bostock,Update README.,d3-array,10,4
2015,6,16,Mike Bostock,Fix .npmignore.,d3-array,4,4
2015,6,10,Mike Bostock,Give sublime-project a unique name.,d3-array,2,2
2015,6,7,Mike Bostock,Bump version.,d3-array,1,1
2015,6,7,Mike Bostock,Update README.,d3-array,1,1
2015,6,7,Mike Bostock,Update README.,d3-array,1,1
2015,6,7,Mike Bostock,Update README.,d3-array,1,1
2015,6,7,Mike Bostock,Update README.,d3-array,2,2
2015,6,7,Mike Bostock,Update README.,d3-array,2,2
2015,6,7,Mike Bostock,Update README.,d3-array,2,2
2015,6,7,Mike Bostock,Update README.,d3-array,2,2
2015,6,7,Mike Bostock,Update README.,d3-array,1,1
2015,6,7,Mike Bostock,Update README. Fixes #1.,d3-array,297,4
2015,6,7,Mike Bostock,Coerce nest keys to strings.,d3-array,18,10
2015,6,4,Mike Bostock,Add --polyfill-map to default build.,d3-array,1,1
2015,6,4,Mike Bostock,Bump version.,d3-array,4,1
2015,6,4,Mike Bostock,Add tests for nest.,d3-array,169,36
2015,6,4,Mike Bostock,Add tests for permute.,d3-array,43,0
2015,6,4,Mike Bostock,Add tests for pairs.,d3-array,23,1
2015,6,4,Mike Bostock,Add tests for merge.,d3-array,49,0
2015,6,4,Mike Bostock,Add tests for median.,d3-array,105,0
2015,6,4,Mike Bostock,Add tests for mean.,d3-array,197,1
2015,6,4,Mike Bostock,Add tests for max.,d3-array,114,18
2015,6,4,Mike Bostock,Add tests for keys.,d3-array,26,2
2015,6,4,Mike Bostock,Add tests for entries.,d3-array,36,1
2015,6,4,Mike Bostock,Add tests for deviation.,d3-array,70,0
2015,6,4,Mike Bostock,Add tests for bisector.,d3-array,324,0
2015,6,4,Mike Bostock,"Add tests for bisect, bisectLeft and bisectRight.",d3-array,150,1
2015,6,4,Mike Bostock,Add tests for ascending and descending.,d3-array,81,1
2015,6,3,Mike Bostock,Add tests for quantile.,d3-array,57,0
2015,6,3,Mike Bostock,Add tests for shuffle.,d3-array,36,1
2015,6,3,Mike Bostock,Add test for sum.,d3-array,90,0
2015,6,3,Mike Bostock,Add tests for values.,d3-array,42,0
2015,6,3,Mike Bostock,Add tests for variance.,d3-array,70,0
2015,6,3,Mike Bostock,Tests for zip and transpose.,d3-array,74,8
2015,6,3,Mike Bostock,Add missing import.,d3-array,1,0
2015,6,3,Mike Bostock,Remove unused var.,d3-array,0,1
2015,6,3,Mike Bostock,Add additional methods.,d3-array,326,2
2015,6,3,Mike Bostock,Update description.,d3-array,1,1
2015,6,3,Mike Bostock,Initial commit.,d3-array,357,0
2020,10,29,llorenspujol,Fixes orient comparison to be always strict equal.,d3-axis,1,1
2020,8,24,Philippe Rivière,v2.0.0,d3-axis,1,1
2020,8,24,Philippe Rivière,D3 dependencies,d3-axis,38,41
2020,7,27,Philippe Rivière,v2.0.0-rc.1,d3-axis,5,2
2020,6,23,Philippe Rivière,d3js link,d3-axis,2,2
2020,6,2,Philippe Rivière,"use d3-selection 1 - 2, deliberate ES6 syntax",d3-axis,6,8
2020,6,17,Yuri,Add a pointer from from axis.ticks to scale.ticks,d3-axis,2,0
2020,6,2,Philippe Rivière,update links,d3-axis,18,18
2019,9,27,Christophe Coevoet,Mark the package as having no side effects,d3-axis,1,0
2019,8,9,Mike Bostock,Standardize dependencies. d3/d3#3337,d3-axis,751,509
2019,8,9,Mike Bostock,Use explicit files when publishing. d3/d3#3335,d3-axis,4,4
2019,8,9,Mike Bostock,Use exact paths in imports. d3/d3#3265,d3-axis,3,3
2018,8,24,Mike Bostock,1.0.12,d3-axis,1,1
2018,8,24,Mike Bostock,Update dependencies.,d3-axis,24,24
2018,8,24,Mike Bostock,Adopt npm_package_version.,d3-axis,1,1
2018,8,24,Mike Bostock,Move index; add unpkg & jsdelivr fields.,d3-axis,9,8
2018,8,24,Mike Bostock,Update .npmignore.,d3-axis,1,0
2018,8,24,Mike Bostock,Fix folder_exclude_patterns.,d3-axis,1,1
2018,8,24,Mike Bostock,1.0.11,d3-axis,1,1
2018,8,24,Mike Bostock,Update dependencies.,d3-axis,16,15
2018,8,24,Mike Bostock,1.0.10,d3-axis,1,1
2018,8,24,Mike Bostock,Fix #32.,d3-axis,2,2
2018,8,24,Mike Bostock,Update dependencies.,d3-axis,54,64
2018,8,20,Mike Bostock,1.0.9,d3-axis,1,1
2018,8,20,Mike Bostock,Update dependencies.,d3-axis,51,81
2018,8,16,Mike Bostock,Fix copyright notice.,d3-axis,2,1
2018,8,16,Mike Bostock,Fix unminified build.,d3-axis,1,2
2018,8,16,Mike Bostock,Adopt currentColor. Fixes #49.,d3-axis,1601,84
2017,6,7,Mike Bostock,1.0.8,d3-axis,1,1
2017,6,7,Mike Bostock,Add rendering tests.,d3-axis,138,14
2017,6,7,Mike Bostock,Coerce scale output to numbers.,d3-axis,10,4
2017,5,15,Mike Bostock,1.0.7,d3-axis,1,1
2017,5,15,Mike Bostock,Update output example.,d3-axis,18,18
2017,4,15,Mike Bostock,Fix tick offset for point scales.,d3-axis,1,1
2017,4,15,Mike Bostock,Fix tick position for ordinal scales.,d3-axis,5,8
2017,4,4,Mike Bostock,Update README.,d3-axis,6,4
2017,4,4,Mike Bostock,Update README.,d3-axis,7,3
2017,4,4,Mike Bostock,Update README.,d3-axis,1,1
2017,4,4,Mike Bostock,Update README.,d3-axis,1,1
2017,4,4,Mike Bostock,Fix #35.,d3-axis,3,3
2017,3,10,Mike Bostock,1.0.6,d3-axis,1,1
2017,3,10,Mike Bostock,Update UglifyJS.,d3-axis,1,1
2017,2,28,Mike Bostock,1.0.5,d3-axis,1,1
2017,2,28,Mike Bostock,Update Rollup.,d3-axis,2,2
2017,1,27,Mike Bostock,Update README.,d3-axis,0,1
2017,1,27,Mike Bostock,Update README.,d3-axis,2,2
2017,1,27,Mike Bostock,Fix image.,d3-axis,0,0
2017,1,27,Mike Bostock,Fix image link.,d3-axis,1,1
2017,1,27,Mike Bostock,Add images.,d3-axis,0,0
2017,1,27,Mike Bostock,Link to custom axis example. Related #9.,d3-axis,5,1
2017,1,27,curran,Factor out transform to axis constructor,d3-axis,2,2
2017,1,25,curran,"Factor out x, y, and k to axis constructor",d3-axis,4,4
2017,1,24,Mike Bostock,Fix #24.,d3-axis,7,9
2016,11,22,Mike Bostock,1.0.4,d3-axis,1,1
2016,11,22,Mike Bostock,Update dependencies.,d3-axis,3,7
2016,8,5,Mike Bostock,Update README.,d3-axis,14,14
2016,8,5,Mike Bostock,Update README.,d3-axis,14,14
2016,8,5,Mike Bostock,Update README.,d3-axis,14,14
2016,8,5,Mike Bostock,Update README.,d3-axis,14,14
2016,8,5,Devinsuit,Add links to source code,d3-axis,14,14
2016,8,2,Mike Bostock,1.0.3,d3-axis,1,1
2016,8,2,Mike Bostock,Add module entry. Related rollup/rollup-plugin-node-resolve#48.,d3-axis,1,0
