year,month,date,author,subject,repo,insertions,deletions
2016,3,22,Mike Bostock,Update README.,d3-hierarchy,72,26
2016,3,22,Mike Bostock,Update README.,d3-hierarchy,114,0
2016,3,22,Mike Bostock,Update README.,d3-hierarchy,72,0
2016,3,22,Mike Bostock,"Expose packCircles, packEnclosingCircle.",d3-hierarchy,110,109
2016,3,22,Mike Bostock,"Add node.{ancestors,descendants}.",d3-hierarchy,14,0
2016,3,22,Mike Bostock,Circle-packing layout.,d3-hierarchy,112,22
2016,3,22,Mike Bostock,Method chaining.,d3-hierarchy,4,1
2016,3,22,Mike Bostock,Allow anonymous leaf nodes.,d3-hierarchy,24,22
2016,3,21,Mike Bostock,Optimizations.,d3-hierarchy,28,23
2016,3,21,Mike Bostock,Fix initial score.,d3-hierarchy,6,3
2016,3,21,Mike Bostock,Recompute closest circle to origin.,d3-hierarchy,5,4
2016,3,21,Mike Bostock,Only update a if it is closer.,d3-hierarchy,6,2
2016,3,21,Mike Bostock,Remove fudge factor.,d3-hierarchy,2,4
2016,3,21,Mike Bostock,Shorten.,d3-hierarchy,1,2
2016,3,21,Mike Bostock,Shorten.,d3-hierarchy,1,1
2016,3,21,Mike Bostock,"Rewrite circle-packing, again.",d3-hierarchy,87,96
2016,3,17,Mike Bostock,Avoid ESLint parse error.,d3-hierarchy,1,1
2016,3,17,Mike Bostock,Shorten.,d3-hierarchy,10,17
2016,3,17,Mike Bostock,"Fix pack overlap, again.",d3-hierarchy,14,5
2016,3,17,Mike Bostock,Shorten.,d3-hierarchy,1,2
2016,3,17,Mike Bostock,Fix pack overlap.,d3-hierarchy,1,1
2016,3,17,Mike Bostock,Fix overlap when packing circles.,d3-hierarchy,2,1
2016,3,17,Mike Bostock,Minor cleanup.,d3-hierarchy,7,6
2016,3,17,Mike Bostock,Checkpoint pack layout.,d3-hierarchy,199,0
2016,3,17,Mike Bostock,Restore partition layout.,d3-hierarchy,88,9
2016,3,16,Mike Bostock,Add binary treemap.,d3-hierarchy,28,0
2016,3,16,Mike Bostock,Rename for clarity.,d3-hierarchy,6,6
2016,3,16,Mike Bostock,Shorten.,d3-hierarchy,8,6
2016,3,16,Mike Bostock,Remove d3-collection dependency.,d3-hierarchy,9,8
2016,3,16,Mike Bostock,Move iteration methods to Node.prototype.,d3-hierarchy,64,54
2016,3,15,Mike Bostock,"Rename to padding{Inner,Outer}.",d3-hierarchy,22,17
2016,3,15,Mike Bostock,Optimize.,d3-hierarchy,21,19
2016,3,15,Mike Bostock,Child and sibling padding.,d3-hierarchy,35,8
2016,3,15,Mike Bostock,Add treemap.revalue for sticky treemaps.,d3-hierarchy,119,79
2016,3,15,Mike Bostock,Add treemap.round.,d3-hierarchy,48,5
2016,3,15,Mike Bostock,More treemap tests.,d3-hierarchy,100,0
2016,3,15,Mike Bostock,Tests for slice and dice.,d3-hierarchy,155,0
2016,3,15,Mike Bostock,Add squarify tests.,d3-hierarchy,114,30
2016,3,14,Mike Bostock,Test treemap against D3 3.x.,d3-hierarchy,4747,6
2016,3,14,Mike Bostock,Checkpoint squarified treemaps.,d3-hierarchy,65,0
2016,3,14,Mike Bostock,Fix grandchildren order.,d3-hierarchy,12,8
2016,3,14,Mike Bostock,Checkpoint treemap.,d3-hierarchy,66,0
2016,3,14,Mike Bostock,Don’t create an implicit root.,d3-hierarchy,82,77
2016,3,14,Mike Bostock,More hierarchy tests.,d3-hierarchy,96,0
2016,3,14,Mike Bostock,Create children lazily.,d3-hierarchy,34,32
2016,3,14,Mike Bostock,Use id property rather than index by default.,d3-hierarchy,140,55
2016,3,14,Mike Bostock,Rename size to value.,d3-hierarchy,221,221
2016,3,14,Mike Bostock,Remove comment.,d3-hierarchy,0,1
2016,3,14,Mike Bostock,Drop faucet.,d3-hierarchy,2,3
2016,3,14,Mike Bostock,Windows build compatibility.,d3-hierarchy,5,4
2016,3,12,Mike Bostock,Detect cycles.,d3-hierarchy,21,0
2016,3,11,Mike Bostock,Delete code that’s not ready.,d3-hierarchy,0,1121
2016,3,11,Mike Bostock,Add tree2csv.,d3-hierarchy,669,1
2016,3,11,Mike Bostock,Checkpoint hierarchy tests.,d3-hierarchy,109,10
2016,3,11,Mike Bostock,Checkpoint ESLint fixes.,d3-hierarchy,7,4
2016,3,11,Mike Bostock,Basic hierarchy.,d3-hierarchy,80,78
2016,3,11,Mike Bostock,Checkpoint.,d3-hierarchy,215,182
2016,3,3,Mike Bostock,Adopt ESLint.,d3-hierarchy,21,21
2015,11,4,Mike Bostock,Fix tests.,d3-hierarchy,3,2
2015,11,3,Mike Bostock,Rename to childPadding.,d3-hierarchy,5,5
2015,11,3,Mike Bostock,Fix #1 - sibling padding for treemaps.,d3-hierarchy,139,108
2015,11,3,Mike Bostock,Use identity function for padNone.,d3-hierarchy,1,1
2015,11,3,Mike Bostock,Rounding.,d3-hierarchy,16,11
2015,11,3,Mike Bostock,Restore modes.,d3-hierarchy,88,63
2015,11,3,Mike Bostock,Shorten.,d3-hierarchy,2,2
2015,11,3,Mike Bostock,Shorter.,d3-hierarchy,5,9
2015,11,3,Mike Bostock,Better names.,d3-hierarchy,20,20
2015,11,3,Mike Bostock,Cleaner.,d3-hierarchy,2,2
2015,11,3,Mike Bostock,Inline row layout.,d3-hierarchy,47,76
2015,11,3,Mike Bostock,Reorder.,d3-hierarchy,4,4
2015,11,3,Mike Bostock,Optimize.,d3-hierarchy,12,13
2015,11,3,Mike Bostock,Optimize.,d3-hierarchy,7,8
2015,11,3,Mike Bostock,Shorten.,d3-hierarchy,10,20
2015,11,3,Mike Bostock,Checkpoint.,d3-hierarchy,77,90
2015,11,3,Mike Bostock,Checkpoint.,d3-hierarchy,140,125
2016,3,3,Mike Bostock,Simpler version export.,d3-hierarchy,9,18
2016,2,21,Mike Bostock,Use npm version.,d3-hierarchy,1,1
2016,1,29,Mike Bostock,Generate anonymous AMD.,d3-hierarchy,4,3
2015,11,11,Mike Bostock,Remove space.,d3-hierarchy,1,1
2015,11,11,Mike Bostock,Bump version.,d3-hierarchy,1,1
2015,11,11,Mike Bostock,Use Rollup.,d3-hierarchy,4,4
2015,11,3,Mike Bostock,Upgrade d3-bundler.,d3-hierarchy,4,4
2015,9,15,Mike Bostock,Compute the exact enclosing circle.,d3-hierarchy,119,24
2015,9,15,Mike Bostock,Minor optimization.,d3-hierarchy,7,8
2015,9,10,Mike Bostock,Add bundle layout.,d3-hierarchy,55,0
2015,7,15,Mike Bostock,Add pack layout.,d3-hierarchy,225,0
2015,7,15,Mike Bostock,Add cluster layout.,d3-hierarchy,104,2
2015,7,15,Mike Bostock,Add partition layout.,d3-hierarchy,89,0
2015,7,15,Mike Bostock,Add tree layout.,d3-hierarchy,291,5
2015,7,15,Mike Bostock,Update description.,d3-hierarchy,1,1
2015,7,15,Mike Bostock,Initial commit.,d3-hierarchy,498,0
2020,8,27,Mike Bostock,Update README.,d3-interpolate,2,2
2020,8,23,Philippe Rivière,v2.0.1,d3-interpolate,2,5
2020,7,24,Philippe Rivière,v2.0.0-rc.1,d3-interpolate,5,2
2020,7,24,Philippe Rivière,avoid CIRCULAR_DEPENDENCY warning,d3-interpolate,7,1
2020,7,17,Philippe Rivière,piecewise(values) defaults to d3.interpolate,d3-interpolate,44,1
2020,7,10,Philippe Rivière,deliberate ES6 syntax,d3-interpolate,1,5
2020,7,10,Philippe Rivière,version numbers,d3-interpolate,4,4
2020,6,5,Philippe Rivière,zoomInterpolate.rho() has no getter,d3-interpolate,3,5
2020,6,5,Philippe Rivière,"url for ""Gamma error in picture scaling""",d3-interpolate,1,1
2020,6,5,Philippe Rivière,document interpolateZoom.rho,d3-interpolate,4,0
2020,6,5,Philippe Rivière,unit tests,d3-interpolate,49,3
2020,6,5,Philippe Rivière,rho getter,d3-interpolate,1,0
2020,6,5,Philippe Rivière,"the movement’s duration should not explode for small curvatures, and should be longer when the curvature is important",d3-interpolate,1,1
2020,6,5,Philippe Rivière,avoid crashing on low curvatures (rho=1e-3 gives a good approximation of a linear transform),d3-interpolate,1,1
2020,6,4,Philippe Rivière,"disable eslint error on undefined DOMMatrix and WebKitCSSMatrix add disabled tests for transformCss (they might work if we had DOMMatrix in node-canvas, cf. https://github.com/Automattic/node-canvas/issues/1313)",d3-interpolate,27,0
2020,3,10,Jonathan Allard,Readme#install: Add tip to load d3-color,d3-interpolate,3,1
2019,11,20,Mike Bostock,1.4.0,d3-interpolate,1,1
2019,11,20,Mike Bostock,Update d3-color.,d3-interpolate,3,3
2019,11,20,Mike Bostock,Update README.,d3-interpolate,1,1
2019,11,20,Mike Bostock,Update README.,d3-interpolate,4,4
2019,11,20,Philippe Rivière,examples notebook preview URL: https://observablehq.com/d/9b417e049e687a65,d3-interpolate,1,1
2019,11,19,Mike Bostock,Avoid redundant isNumberArray call.,d3-interpolate,2,2
2019,11,19,Mike Bostock,Update array.js,d3-interpolate,4,1
2019,11,19,Mike Bostock,Update numberArray.js,d3-interpolate,4,4
2019,11,19,Philippe Rivière,don't switch arrays of numbers from interpolateArray to interpolateNumberArray,d3-interpolate,3,4
2019,11,19,Philippe Rivière,exact ends for interpolateNumberArray,d3-interpolate,1,1
2019,11,19,Philippe Rivière,var not let,d3-interpolate,2,2
2019,11,19,Philippe Rivière,style,d3-interpolate,25,18
2019,11,19,Philippe Rivière,interpolateNumberArray,d3-interpolate,83,4
2019,11,19,Philippe Rivière,exact ends,d3-interpolate,6,6
2019,11,19,Philippe Rivière,"tests for exact ends numbers, dates, round, arrays",d3-interpolate,29,0
2019,11,16,Mike Bostock,1.3.3,d3-interpolate,1,1
2019,11,16,Mike Bostock,Update README.,d3-interpolate,1,1
2019,9,27,Christophe Coevoet,Mark the package as having no side effects,d3-interpolate,1,0
2019,11,2,dependabot[bot],Bump eslint-utils from 1.4.0 to 1.4.3,d3-interpolate,8,8
2019,9,30,Philippe Rivière,prefer complete URI for anchors on README.md,d3-interpolate,3,3
2019,9,30,Gerardo Furtado,Update README.md,d3-interpolate,1,1
2019,8,22,Mike Bostock,Update README. Related d3/d3-color#66.,d3-interpolate,19,19
2019,8,9,Mike Bostock,Standardize dependencies. d3/d3#3337,d3-interpolate,521,365
2019,8,9,Mike Bostock,Use explicit files when publishing. d3/d3#3335,d3-interpolate,4,4
2019,8,9,Mike Bostock,Use exact paths in imports. d3/d3#3265,d3-interpolate,43,43
2019,6,21,Philippe Rivière,links to examples,d3-interpolate,27,29
2019,6,17,Philippe Rivière,typo,d3-interpolate,1,1
2018,8,24,Mike Bostock,1.3.2,d3-interpolate,1,1
2018,8,24,Mike Bostock,Update dependencies.,d3-interpolate,2,2
2018,8,24,Mike Bostock,Adopt npm_package_version.,d3-interpolate,1,1
2018,8,24,Mike Bostock,Move index; add unpkg & jsdelivr fields.,d3-interpolate,28,27
2018,8,24,Mike Bostock,1.3.1,d3-interpolate,1,1
2018,8,24,Mike Bostock,Update dependencies.,d3-interpolate,23,21
2018,8,24,Mike Bostock,Use DOMMatrix to parse CSS transforms.,d3-interpolate,3,11
2018,8,24,Mike Bostock,1.3.0,d3-interpolate,1,1
2018,8,24,Mike Bostock,Add d3.interpolateHue; fixes #36.,d3-interpolate,72,6
2018,5,29,Mike Bostock,Add d3.interpolateDiscrete.,d3-interpolate,40,0
2018,8,24,Mike Bostock,Update dependencies.,d3-interpolate,403,487
2018,8,24,Mike Bostock,Fix tests.,d3-interpolate,1097,39
2018,5,7,Mike Bostock,1.2.0,d3-interpolate,1,1
2018,5,6,Mike Bostock,Add d3.piecewise.,d3-interpolate,19,0
2018,4,6,Waldir Pimenta,interpolateString: clarify docs,d3-interpolate,1,1
2017,11,21,Mike Bostock,1.1.6,d3-interpolate,1,1
2017,6,16,Liu Zhanhong,The length of x will not be greater than na,d3-interpolate,1,1
2017,5,15,Mike Bostock,1.1.5,d3-interpolate,1,1
2017,5,15,Mike Bostock,Update package-preamble.,d3-interpolate,1,1
2017,5,15,Mike Bostock,Fix formatting.,d3-interpolate,7,10
2017,2,22,Dima Devgru,Add more tests for corner-cases related to valueOf/toString methods,d3-interpolate,49,2
2017,2,21,Mike Bostock,More accurate pre-coercion test.,d3-interpolate,1,1
2017,2,21,Mike Bostock,Match style.,d3-interpolate,5,7
2017,2,21,Mike Bostock,Test d3.interpolate for objects sans prototypes.,d3-interpolate,9,0
2017,2,21,Mike Bostock,Fix extra paren.,d3-interpolate,1,1
2017,2,21,Mike Bostock,Shorter test.,d3-interpolate,1,1
2017,2,21,Dima Devgru,Check for any of two basic methods — valueOf or toString,d3-interpolate,1,1
2017,2,21,Dima Devgru,Interpolate objects without prototype,d3-interpolate,12,1
2017,3,10,Mike Bostock,1.1.4,d3-interpolate,1,1
2017,3,10,Mike Bostock,Update UglifyJS.,d3-interpolate,2,2
2017,1,10,Mike Bostock,1.1.3,d3-interpolate,1,1
2017,1,10,Mike Bostock,Update Rollup.,d3-interpolate,1,1
2017,1,10,Mike Bostock,Fix #31 - linear opacity interpolation.,d3-interpolate,7,2
2016,11,22,Mike Bostock,1.1.2,d3-interpolate,1,1
2016,11,22,Mike Bostock,Update dependencies.,d3-interpolate,3,3
2016,8,27,Mike Bostock,Add interpolateZoom.rho. Fixes #25.,d3-interpolate,51,44
2016,8,17,Devinsuit,Add links to source,d3-interpolate,22,22
2016,8,2,Mike Bostock,1.1.1,d3-interpolate,1,1
2016,8,2,Mike Bostock,Add module entry. Related rollup/rollup-plugin-node-resolve#48.,d3-interpolate,2,1
2016,6,30,Mike Bostock,1.1.0,d3-interpolate,1,1
2016,6,30,Mike Bostock,Update post-publish.,d3-interpolate,1,1
2016,6,30,Mike Bostock,Update README.,d3-interpolate,1,1
2016,6,30,Mike Bostock,Fix #24 - interpolate number-likes and dates.,d3-interpolate,55,6
2016,6,28,Mike Bostock,1.0.1,d3-interpolate,1,1
2016,6,28,Mike Bostock,Prepare for patch release.,d3-interpolate,1,1
2016,6,28,Mike Bostock,Fix #22 - handle null consolidated transform.,d3-interpolate,7,5
2016,6,19,Mike Bostock,Use the name “interpolator”.,d3-interpolate,6,6
2016,6,15,Mike Bostock,1.0.0,d3-interpolate,1,1
2016,6,15,Mike Bostock,Prepare for major release.,d3-interpolate,4,4
2016,6,15,Mike Bostock,Fix decomposition of scale(0) transform.,d3-interpolate,10,18
2016,6,14,Mike Bostock,Tag as d3-module. Related d3/d3#2827.,d3-interpolate,1,0
2016,6,7,Mike Bostock,0.9.0,d3-interpolate,1,1
2016,6,7,Mike Bostock,Export to d3.,d3-interpolate,11,12
2016,6,6,Mike Bostock,0.8.3,d3-interpolate,1,1
2016,6,6,Mike Bostock,Update README.,d3-interpolate,1,1
2016,6,6,Mike Bostock,Add d3.quantize.,d3-interpolate,34,0
2016,6,6,Mike Bostock,0.8.2,d3-interpolate,1,1
2016,6,6,Mike Bostock,"Handle t outside [0,1].",d3-interpolate,2,2
2016,6,6,Mike Bostock,0.8.1,d3-interpolate,1,1
2016,6,6,Mike Bostock,Update README.,d3-interpolate,2,2
2016,6,6,Mike Bostock,Update README.,d3-interpolate,1,1
2016,6,6,Mike Bostock,Update README.,d3-interpolate,8,8
2016,6,6,Mike Bostock,Update README.,d3-interpolate,2,2
2016,6,6,Mike Bostock,Update README.,d3-interpolate,1,1
2016,6,6,Mike Bostock,Add B-spline interpolators.,d3-interpolate,86,1
2016,6,6,Mike Bostock,Consolidate duplicate code.,d3-interpolate,84,128
2016,6,6,Mike Bostock,Update README.,d3-interpolate,5,5
2016,5,26,Mike Bostock,Link to zoompan.pdf.,d3-interpolate,1,1
2016,5,20,Mike Bostock,0.8.0,d3-interpolate,1,1
2016,5,20,Mike Bostock,Prepare for minor release.,d3-interpolate,3,3
2016,5,20,Mike Bostock,Ignore properties of b not in a.,d3-interpolate,24,25
2016,5,20,Mike Bostock,Modern browsers now support scientific notation.,d3-interpolate,1,1
2016,5,18,Mike Bostock,Update README.,d3-interpolate,1,1
2016,5,14,Mike Bostock,Add ESLint. Related d3/d3-scale#59.,d3-interpolate,4,3
2016,3,15,Mike Bostock,Use glob.,d3-interpolate,1,1
2016,3,14,Mike Bostock,Drop faucet.,d3-interpolate,1,2
2016,3,14,Mike Bostock,Windows build compatibility.,d3-interpolate,5,4
2016,3,6,Mike Bostock,Fix postpublish.,d3-interpolate,1,1
2016,3,4,Mike Bostock,Create zipball on postpublish.,d3-interpolate,2,2
2016,3,1,Mike Bostock,Simpler version export.,d3-interpolate,2,1
2016,2,28,Mike Bostock,0.7.0,d3-interpolate,1,1
2016,2,28,Mike Bostock,Bump version.,d3-interpolate,3,3
2016,2,28,Mike Bostock,Update README.,d3-interpolate,1,1
2016,2,28,Mike Bostock,Active voice.,d3-interpolate,6,6
2016,2,28,Mike Bostock,Better behavior for booleans.,d3-interpolate,14,22
2016,2,28,Mike Bostock,Update README.,d3-interpolate,5,6
2016,2,28,Mike Bostock,Fix when target value is nully.,d3-interpolate,25,10
2016,2,28,Mike Bostock,Fix #18 - optimize check for number.,d3-interpolate,3,2
2016,2,28,Mike Bostock,Update README.,d3-interpolate,7,27
2016,2,28,Mike Bostock,Fix #17 - remove d3.interpolators.,d3-interpolate,69,23
2016,2,26,Mike Bostock,Shorten slightly.,d3-interpolate,1,2
2016,2,26,Mike Bostock,0.6.0,d3-interpolate,1,1
2016,2,26,Mike Bostock,Slightly cleaner.,d3-interpolate,58,58
2016,2,26,Mike Bostock,Fix #6 - add interpolateTransformCss.,d3-interpolate,131,111
2016,2,24,Mike Bostock,Update README.,d3-interpolate,7,2
2016,2,21,Mike Bostock,Use npm version.,d3-interpolate,1,1
2016,2,3,Mike Bostock,Update README.,d3-interpolate,3,3
2016,2,3,Mike Bostock,Update README.,d3-interpolate,4,4
2016,2,3,Mike Bostock,Update link.,d3-interpolate,1,1
2016,2,3,Mike Bostock,Extract constant.,d3-interpolate,6,5
2016,2,3,Mike Bostock,Tests for opacity interpolation.,d3-interpolate,26,27
2016,2,3,Mike Bostock,Fix leading decimals.,d3-interpolate,100,97
2016,2,3,Mike Bostock,Share color channel interpolation logic.,d3-interpolate,125,193
2016,2,2,Mike Bostock,Checkpoint opacity interpolation.,d3-interpolate,193,183
2016,2,2,Mike Bostock,Update README.,d3-interpolate,1,1
2016,2,2,Mike Bostock,Update README.,d3-interpolate,1,1
2016,2,2,Mike Bostock,Update README.,d3-interpolate,11,17
2016,2,2,Mike Bostock,Update README.,d3-interpolate,2,2
2016,2,2,Mike Bostock,Bump version.,d3-interpolate,1,1
2016,2,2,Mike Bostock,Update README.,d3-interpolate,7,3
2016,2,2,Mike Bostock,Implement interpolateRgb.gamma.,d3-interpolate,71,5
2016,2,2,Mike Bostock,Fix #15 - handle invalid colors.,d3-interpolate,184,44
2016,2,1,Mike Bostock,Replace d3.interpolateBind with named parameters.,d3-interpolate,204,80
2016,1,29,Mike Bostock,Generate anonymous AMD.,d3-interpolate,6,5
2016,1,20,Mike Bostock,Adopt ESLint.,d3-interpolate,31,19
2016,1,12,Mike Bostock,Relax optional arguments.,d3-interpolate,2,2
2016,1,7,Mike Bostock,Adopt the “interpolate” prefix.,d3-interpolate,261,261
2016,1,7,Mike Bostock,More tests for non-objects.,d3-interpolate,3,0
2016,1,7,Wojtek Kruk,Corrected sanitizing objects,d3-interpolate,2,2
2016,1,7,Wojtek Kruk,Loosened type validation,d3-interpolate,12,2
2016,1,6,Wojtek Kruk,Corrected object() to handle null/undefined arguments,d3-interpolate,10,0
2016,1,6,Wojtek Kruk,Corrected array() to handle null/undefined arguments,d3-interpolate,9,3
2015,12,19,Mike Bostock,Update README.,d3-interpolate,10,10
2015,12,19,Mike Bostock,Optional parameters to interpolators.,d3-interpolate,91,63
2015,12,18,Mike Bostock,Update README.,d3-interpolate,50,47
2015,11,25,Mike Bostock,Update README.,d3-interpolate,5,5
2015,11,25,Mike Bostock,Update README.,d3-interpolate,2,2
2015,11,25,Mike Bostock,Update d3-color.,d3-interpolate,1,1
2015,11,25,Mike Bostock,Update README.,d3-interpolate,3,1
2015,11,25,Mike Bostock,Update README.,d3-interpolate,1,1
2015,11,25,Mike Bostock,Update README.,d3-interpolate,1,1
2015,11,25,Mike Bostock,Update README.,d3-interpolate,1,1
2015,11,25,Mike Bostock,Update README.,d3-interpolate,1,1
2015,11,25,Mike Bostock,Remove prefix “interpolate”.,d3-interpolate,716,211
2015,11,11,Mike Bostock,Use Rollup.,d3-interpolate,6,6
2015,11,4,Mike Bostock,Concise exports.,d3-interpolate,9,21
2015,11,3,Mike Bostock,Upgrade d3-bundler.,d3-interpolate,8,6
2015,10,23,Mike Bostock,Fix definition of ε².,d3-interpolate,1,1
2015,10,23,Mike Bostock,Fix interpolateZoom when u0 ≅ u1.,d3-interpolate,39,26
2015,10,22,Mike Bostock,Slightly more robust.,d3-interpolate,2,2
2015,10,22,Mike Bostock,Comma-separate transforms. Fixes #5.,d3-interpolate,33,30
2015,10,21,Mike Bostock,Remove broken link.,d3-interpolate,1,1
2015,10,18,Mike Bostock,Bump version.,d3-interpolate,1,1
2015,10,18,Mike Bostock,Update dependencies. Fixes #4.,d3-interpolate,2,2
2015,7,1,Mike Bostock,Fix uglify-js dependency.,d3-interpolate,1,1
2015,6,24,Mike Bostock,Shorten.,d3-interpolate,10,14
2015,6,16,Mike Bostock,Update README.,d3-interpolate,5,5
2015,6,16,Mike Bostock,Update README.,d3-interpolate,9,3
2015,6,16,Mike Bostock,Fix .npmignore.,d3-interpolate,4,4
2015,6,13,Stefan Ullinger,Remove unnecessary import statement from interpolateZoom.js.,d3-interpolate,0,2
2015,6,10,Mike Bostock,Update README.,d3-interpolate,1,8
2015,6,10,Mike Bostock,Update README.,d3-interpolate,5,2
2015,6,10,Mike Bostock,Bump version.,d3-interpolate,1,1
2015,6,10,Mike Bostock,Add interpolateTransform.,d3-interpolate,108,0
2015,6,10,Mike Bostock,Add interpolateZoom.,d3-interpolate,62,0
2015,6,10,Mike Bostock,Update README.,d3-interpolate,2,4
2015,6,10,Mike Bostock,Update README.,d3-interpolate,1,1
2015,6,10,Mike Bostock,Update README.,d3-interpolate,10,1
2015,6,10,Mike Bostock,Add various standard interpolators.,d3-interpolate,295,4
2015,6,10,Mike Bostock,Fix file_exclude_patterns.,d3-interpolate,1,1
2015,6,10,Mike Bostock,Give sublime-project a unique name.,d3-interpolate,1,1
2015,6,9,Mike Bostock,Update README.,d3-interpolate,2,2
2015,6,9,Mike Bostock,Update README.,d3-interpolate,8,8
2015,6,9,Mike Bostock,Initial commit.,d3-interpolate,228,0
2020,8,24,Philippe Rivière,lowercase /a,d3-path,1,1
2020,8,19,Philippe Rivière,v2.0.0,d3-path,1,4
2020,7,27,Philippe Rivière,v2.0.0-rc.1,d3-path,4,1
2020,7,10,Philippe Rivière,link to v2,d3-path,2,2
2020,7,7,Philippe Rivière,deliberate ES6 syntax,d3-path,1,1
2020,7,1,Philippe Rivière,d3 not d3@4,d3-path,1,1
2019,11,16,Mike Bostock,1.0.9,d3-path,1,1
2019,9,27,Christophe Coevoet,Mark the package as having no side effects,d3-path,1,0
2019,11,2,dependabot[bot],Bump eslint-utils from 1.4.0 to 1.4.3,d3-path,8,8
2019,8,9,Mike Bostock,Use exact paths in imports. d3/d3#3265,d3-path,1,1
2019,8,1,Mike Bostock,Remove .npmignore.,d3-path,0,4
2019,8,1,Mike Bostock,1.0.8,d3-path,1,1
2019,8,1,Mike Bostock,Explicit files; update dependencies.,d3-path,522,363
2019,6,7,Philippe Rivière,"""0"" is truthy",d3-path,5,5
2019,6,6,Philippe Rivière,coerce ccw to true or false to avoid inversions (fixes https://github.com/d3/d3-path/issues/21),d3-path,17,1
2018,7,6,Julian Burgess,Arc is clockwise when flag is false,d3-path,1,1
2019,6,6,Philippe Rivière,link to Example,d3-path,10,12
2018,8,24,Mike Bostock,1.0.7,d3-path,1,1
2018,8,24,Mike Bostock,Adopt npm_package_version.,d3-path,1,1
2018,8,24,Mike Bostock,Move index; add unpkg & jsdelivr fields.,d3-path,9,8
2018,8,24,Mike Bostock,Update .sublime-project.,d3-path,1,1
2018,8,24,Mike Bostock,Update .npmignore.,d3-path,1,0
2018,8,24,Mike Bostock,1.0.6,d3-path,1,1
2018,8,24,Mike Bostock,Update dependencies.,d3-path,1008,30
2018,6,8,Martín González,Fix typo,d3-path,1,1
2017,3,10,Mike Bostock,1.0.5,d3-path,1,1
2017,3,10,Mike Bostock,Update UglifyJS.,d3-path,1,1
2017,3,2,Mike Bostock,Fix source links.,d3-path,3,3
2017,3,2,Mike Bostock,1.0.4,d3-path,1,1
2017,3,2,Mike Bostock,Update Rollup.,d3-path,2,2
2017,3,2,Mike Bostock,Ignore near-zero-angle arcs.,d3-path,83,3
2016,11,22,Mike Bostock,1.0.3,d3-path,1,1
2016,11,22,Mike Bostock,Update dependencies.,d3-path,1,1
2016,11,18,Mike Bostock,Make internal state private again.,d3-path,16,22
2016,10,24,Bill Neff,fix bug in arc to make tests pass,d3-path,1,1
2016,10,24,Bill Neff,switch to using string concatenation instead of array.join for performance,d3-path,25,35
2016,9,12,Mike Bostock,1.0.2,d3-path,1,1
2016,9,12,Mike Bostock,Workaround for rollup/rollup#931.,d3-path,4,8
2016,8,16,Devinsuit,Add links to source,d3-path,10,10
2016,8,2,Mike Bostock,1.0.1,d3-path,1,1
2016,8,2,Mike Bostock,Add module entry. Related rollup/rollup-plugin-node-resolve#48.,d3-path,3,2
2016,6,14,Mike Bostock,1.0.0,d3-path,1,1
2016,6,14,Mike Bostock,Prepare for major release.,d3-path,5,5
2016,6,14,Mike Bostock,Tag as d3-module. Related d3/d3#2827.,d3-path,1,0
2016,6,7,Mike Bostock,0.2.0,d3-path,1,1
2016,6,7,Mike Bostock,Export to d3.,d3-path,9,10
2016,5,18,Mike Bostock,Update README.,d3-path,1,1
2016,5,14,Mike Bostock,Add ESLint. Related d3/d3-scale#59.,d3-path,4,3
2016,3,15,Mike Bostock,Use glob.,d3-path,1,1
2016,3,14,Mike Bostock,Drop faucet.,d3-path,1,2
2016,3,14,Mike Bostock,Windows build compatibility.,d3-path,5,4
2016,3,6,Mike Bostock,Fix postpublish.,d3-path,1,1
2016,3,4,Mike Bostock,Create zipball on postpublish.,d3-path,2,2
2016,3,1,Mike Bostock,Simpler version export.,d3-path,2,1
2016,2,24,Mike Bostock,Update README.,d3-path,10,2
2016,2,21,Mike Bostock,0.1.5,d3-path,1,1
2016,2,21,Mike Bostock,Fix #5 - prototype.constructor.,d3-path,2,0
2016,2,21,Mike Bostock,Use npm version.,d3-path,1,1
2016,1,29,Mike Bostock,Generate anonymous AMD.,d3-path,5,4
2016,1,20,Mike Bostock,Adopt ESLint.,d3-path,14,1
2016,1,7,Mike Bostock,"Prefix with d3, not d3_path.",d3-path,2,2
2015,12,18,Mike Bostock,Update the README.,d3-path,13,7
2015,11,20,Mike Bostock,Don’t render empty arcs.,d3-path,16,1
2015,11,19,Mike Bostock,Normalize paths for testing.,d3-path,69,45
2015,11,19,Mike Bostock,Update README.,d3-path,2,2
2015,11,19,Mike Bostock,Fix #2 - counterclockwise arc.,d3-path,90,9
2015,11,19,Mike Bostock,Update README.,d3-path,1,1
2015,11,19,Mike Bostock,Update README.,d3-path,1,1
2015,11,19,Mike Bostock,Remove beginPath.,d3-path,21,25
2015,11,12,Mike Bostock,Bump version.,d3-path,1,1
2015,11,12,Mike Bostock,Fix #3 and some other bugs.,d3-path,165,32
2015,11,12,Mike Bostock,"Fix #4 - arcTo ends on tangent, not control point.",d3-path,3,4
2015,11,12,Mike Bostock,"Add beginPath, documentation and tests.",d3-path,135,12
2015,11,11,Mike Bostock,Use Rollup directly.,d3-path,4,4
2015,11,4,Mike Bostock,Concise exports.,d3-path,1,5
2015,11,3,Mike Bostock,Update d3-bundler.,d3-path,4,4
2015,7,5,Mike Bostock,Update description.,d3-path,1,1
